clustername	contigname
nneighs_64	S3CS18097D-03-11_S0_L001CNODE_10863_length_3894_cov_5.890336
nneighs_64	S5CS18097D-03-06_S0_L001CNODE_1069_length_11897_cov_7.305100
nneighs_64	S3CS18097D-03-11_S0_L001CNODE_777_length_14650_cov_5.277355
nneighs_64	S2CS18097D-03-07_S0_L001CNODE_1026_length_11499_cov_6.764505
nneighs_64	S4CS18097D-03-12_S0_L001CNODE_498_length_18010_cov_5.783626
nneighs_64	S3CS18097D-03-11_S0_L001CNODE_5166_length_5943_cov_5.551970
nneighs_64	S2CS18097D-03-07_S0_L001CNODE_511_length_15706_cov_6.046195
4053	S1CS18097D-03-02_S0_L001CNODE_15842_length_3134_cov_3.121468
5051	S4CS18097D-03-12_S0_L001CNODE_15594_length_2960_cov_7.539759
22126	S1CS18097D-03-02_S0_L001CNODE_30472_length_2098_cov_2.510524
6868	S4CS18097D-03-12_S0_L001CNODE_17762_length_2730_cov_2.782804
11244	S2CS18097D-03-07_S0_L001CNODE_16972_length_2586_cov_3.879099
nneighs_17867	S5CS18097D-03-06_S0_L001CNODE_2154_length_8575_cov_8.732864
nneighs_17867	S3CS18097D-03-11_S0_L001CNODE_2409_length_8791_cov_12.039492
7022	S3CS18097D-03-11_S0_L001CNODE_20024_length_2714_cov_3.709289
6634	S1CS18097D-03-02_S0_L001CNODE_19487_length_2757_cov_3.713175
nneighs_8788	S3CS18097D-03-11_S0_L001CNODE_32321_length_2038_cov_3.649017
nneighs_8788	S1CS18097D-03-02_S0_L001CNODE_20765_length_2649_cov_4.699306
nneighs_8788	S1CS18097D-03-02_S0_L001CNODE_16790_length_3026_cov_4.558398
nneighs_8788	S3CS18097D-03-11_S0_L001CNODE_24157_length_2424_cov_10.627691
nneighs_8788	S2CS18097D-03-07_S0_L001CNODE_8895_length_3802_cov_3.655191
6747	S1CS18097D-03-02_S0_L001CNODE_19644_length_2742_cov_4.943803
nneighs_17892	S3CS18097D-03-11_S0_L001CNODE_2719_length_8260_cov_9.849848
nneighs_17892	S5CS18097D-03-06_S0_L001CNODE_1239_length_11150_cov_7.041911
nneighs_17892	S4CS18097D-03-12_S0_L001CNODE_4922_length_5852_cov_8.876315
nneighs_1905	S3CS18097D-03-11_S0_L001CNODE_1369_length_11540_cov_31.968045
nneighs_1905	S5CS18097D-03-06_S0_L001CNODE_3392_length_6792_cov_18.831824
nneighs_1905	S5CS18097D-03-06_S0_L001CNODE_16472_length_2668_cov_33.598928
nneighs_1905	S4CS18097D-03-12_S0_L001CNODE_6300_length_5086_cov_3.894852
nneighs_1905	S2CS18097D-03-07_S0_L001CNODE_25871_length_2000_cov_2.930077
nneighs_1905	S1CS18097D-03-02_S0_L001CNODE_2960_length_7856_cov_21.989104
nneighs_18008	S3CS18097D-03-11_S0_L001CNODE_3868_length_6877_cov_4.202287
nneighs_18008	S5CS18097D-03-06_S0_L001CNODE_25778_length_2009_cov_21.959058
nneighs_16616	S4CS18097D-03-12_S0_L001CNODE_16524_length_2855_cov_5.563929
nneighs_16616	S2CS18097D-03-07_S0_L001CNODE_19268_length_2393_cov_3.327630
nneighs_16616	S3CS18097D-03-11_S0_L001CNODE_19788_length_2732_cov_5.291744
599	S4CS18097D-03-12_S0_L001CNODE_5634_length_5424_cov_4.914695
nneighs_18550	S3CS18097D-03-11_S0_L001CNODE_9216_length_4303_cov_11.614407
nneighs_18550	S5CS18097D-03-06_S0_L001CNODE_7813_length_4209_cov_8.101830
8716	S1CS18097D-03-02_S0_L001CNODE_10484_length_4018_cov_8.703255
nneighs_20330	S5CS18097D-03-06_S0_L001CNODE_23362_length_2137_cov_2.852065
nneighs_20330	S3CS18097D-03-11_S0_L001CNODE_26688_length_2284_cov_3.796321
4001	S2CS18097D-03-07_S0_L001CNODE_12180_length_3144_cov_8.440272
6985	S2CS18097D-03-07_S0_L001CNODE_15584_length_2719_cov_5.091967
5756	S4CS18097D-03-12_S0_L001CNODE_16486_length_2860_cov_3.332264
18313	S1CS18097D-03-02_S0_L001CNODE_27764_length_2221_cov_5.238227
nneighs_189	S2CS18097D-03-07_S0_L001CNODE_889_length_12242_cov_8.636088
nneighs_189	S4CS18097D-03-12_S0_L001CNODE_474_length_18421_cov_7.157574
nneighs_189	S5CS18097D-03-06_S0_L001CNODE_669_length_14581_cov_6.730208
nneighs_189	S2CS18097D-03-07_S0_L001CNODE_2964_length_6970_cov_9.774259
nneighs_189	S1CS18097D-03-02_S0_L001CNODE_308_length_19850_cov_12.529831
nneighs_189	S3CS18097D-03-11_S0_L001CNODE_426_length_18365_cov_10.128017
nneighs_189	S5CS18097D-03-06_S0_L001CNODE_5630_length_5122_cov_7.753108
25603	S4CS18097D-03-12_S0_L001CNODE_29063_length_2007_cov_3.326844
nneighs_20116	S5CS18097D-03-06_S0_L001CNODE_14132_length_2929_cov_3.900139
nneighs_20116	S3CS18097D-03-11_S0_L001CNODE_24169_length_2424_cov_2.588434
5777	S1CS18097D-03-02_S0_L001CNODE_18440_length_2857_cov_2.676303
1675	S4CS18097D-03-12_S0_L001CNODE_19989_length_2533_cov_2.937853
1675	S4CS18097D-03-12_S0_L001CNODE_16314_length_2879_cov_2.865439
1675	S2CS18097D-03-07_S0_L001CNODE_8939_length_3789_cov_1.960096
1675	S4CS18097D-03-12_S0_L001CNODE_25667_length_2168_cov_2.464269
1675	S4CS18097D-03-12_S0_L001CNODE_16371_length_2872_cov_3.433440
1675	S4CS18097D-03-12_S0_L001CNODE_29035_length_2008_cov_3.195597
1675	S4CS18097D-03-12_S0_L001CNODE_9734_length_3975_cov_2.727806
16386	S1CS18097D-03-02_S0_L001CNODE_26254_length_2297_cov_3.498662
nneighs_9084	S1CS18097D-03-02_S0_L001CNODE_17552_length_2943_cov_3.921053
nneighs_9084	S3CS18097D-03-11_S0_L001CNODE_26368_length_2300_cov_3.690423
nneighs_9084	S4CS18097D-03-12_S0_L001CNODE_24154_length_2252_cov_2.356395
nneighs_14046	S4CS18097D-03-12_S0_L001CNODE_2005_length_9364_cov_11.010527
nneighs_14046	S2CS18097D-03-07_S0_L001CNODE_19531_length_2373_cov_7.273080
nneighs_14046	S2CS18097D-03-07_S0_L001CNODE_3121_length_6805_cov_8.664444
nneighs_14046	S5CS18097D-03-06_S0_L001CNODE_1901_length_9134_cov_6.779822
nneighs_14046	S3CS18097D-03-11_S0_L001CNODE_2256_length_9054_cov_16.215468
21416	S2CS18097D-03-07_S0_L001CNODE_23537_length_2119_cov_2.222868
1739	S4CS18097D-03-12_S0_L001CNODE_9876_length_3939_cov_4.342430
11555	S3CS18097D-03-11_S0_L001CNODE_22049_length_2563_cov_4.369617
21668	S3CS18097D-03-11_S0_L001CNODE_30493_length_2110_cov_2.056448
1771	S1CS18097D-03-02_S0_L001CNODE_10949_length_3914_cov_18.372895
nneighs_3863	S1CS18097D-03-02_S0_L001CNODE_6285_length_5386_cov_7.247796
nneighs_3863	S4CS18097D-03-12_S0_L001CNODE_5783_length_5339_cov_8.216503
1627	S1CS18097D-03-02_S0_L001CNODE_10522_length_4010_cov_5.245006
nneighs_14305	S2CS18097D-03-07_S0_L001CNODE_5057_length_5240_cov_5.670974
nneighs_14305	S4CS18097D-03-12_S0_L001CNODE_15917_length_2923_cov_2.773710
nneighs_13469	S1CS18097D-03-02_S0_L001CNODE_31750_length_2046_cov_5.481668
nneighs_13469	S4CS18097D-03-12_S0_L001CNODE_25315_length_2186_cov_2.912717
nneighs_9793	S1CS18097D-03-02_S0_L001CNODE_19529_length_2753_cov_3.434396
nneighs_9793	S2CS18097D-03-07_S0_L001CNODE_20755_length_2288_cov_3.556650
nneighs_3297	S3CS18097D-03-11_S0_L001CNODE_4863_length_6130_cov_6.261564
nneighs_3297	S5CS18097D-03-06_S0_L001CNODE_15728_length_2744_cov_2.888434
nneighs_3297	S1CS18097D-03-02_S0_L001CNODE_5337_length_5858_cov_4.887472
973	S1CS18097D-03-02_S0_L001CNODE_8121_length_4675_cov_5.121645
nneighs_19431	S3CS18097D-03-11_S0_L001CNODE_17528_length_2939_cov_15.641123
nneighs_19431	S5CS18097D-03-06_S0_L001CNODE_9345_length_3771_cov_7.194833
23588	S4CS18097D-03-12_S0_L001CNODE_27893_length_2058_cov_3.936096
nneighs_20828	S3CS18097D-03-11_S0_L001CNODE_32621_length_2027_cov_6.805781
nneighs_20828	S5CS18097D-03-06_S0_L001CNODE_20831_length_2297_cov_7.539697
21258	S3CS18097D-03-11_S0_L001CNODE_30163_length_2123_cov_15.556093
7127	S1CS18097D-03-02_S0_L001CNODE_20126_length_2704_cov_4.869762
nneighs_2659	S2CS18097D-03-07_S0_L001CNODE_15318_length_2744_cov_2.937895
nneighs_2659	S1CS18097D-03-02_S0_L001CNODE_4245_length_6568_cov_4.345616
12807	S4CS18097D-03-12_S0_L001CNODE_20717_length_2481_cov_4.725886
12023	S4CS18097D-03-12_S0_L001CNODE_20032_length_2528_cov_4.627578
11751	S3CS18097D-03-11_S0_L001CNODE_22251_length_2549_cov_2.494387
315	S3CS18097D-03-11_S0_L001CNODE_4223_length_6559_cov_5.786593
11352	S5CS18097D-03-06_S0_L001CNODE_17356_length_2578_cov_2.746334
1230	S5CS18097D-03-06_S0_L001CNODE_7334_length_4372_cov_4.627982
16181	S3CS18097D-03-11_S0_L001CNODE_26251_length_2306_cov_2.826744
18747	S3CS18097D-03-11_S0_L001CNODE_28300_length_2206_cov_3.483961
nneighs_4465	S4CS18097D-03-12_S0_L001CNODE_6155_length_5147_cov_6.258445
nneighs_4465	S1CS18097D-03-02_S0_L001CNODE_7400_length_4928_cov_13.335522
nneighs_4465	S2CS18097D-03-07_S0_L001CNODE_8675_length_3860_cov_5.381603
nneighs_10326	S5CS18097D-03-06_S0_L001CNODE_7615_length_4281_cov_4.106720
nneighs_10326	S4CS18097D-03-12_S0_L001CNODE_9282_length_4092_cov_5.404013
nneighs_10326	S1CS18097D-03-02_S0_L001CNODE_21054_length_2627_cov_3.709176
nneighs_10326	S2CS18097D-03-07_S0_L001CNODE_25156_length_2034_cov_4.055584
nneighs_10326	S3CS18097D-03-11_S0_L001CNODE_3824_length_6935_cov_7.519477
1278	S3CS18097D-03-11_S0_L001CNODE_9139_length_4325_cov_4.126230
5802	S4CS18097D-03-12_S0_L001CNODE_16560_length_2852_cov_3.612442
10772	S5CS18097D-03-06_S0_L001CNODE_16918_length_2623_cov_3.322430
nneighs_19573	S3CS18097D-03-11_S0_L001CNODE_18835_length_2813_cov_14.981146
nneighs_19573	S4CS18097D-03-12_S0_L001CNODE_18079_length_2698_cov_12.857359
nneighs_11420	S2CS18097D-03-07_S0_L001CNODE_20801_length_2284_cov_8.462091
nneighs_11420	S1CS18097D-03-02_S0_L001CNODE_24391_length_2403_cov_26.222317
nneighs_11420	S4CS18097D-03-12_S0_L001CNODE_17752_length_2730_cov_8.511776
nneighs_18469	S5CS18097D-03-06_S0_L001CNODE_7260_length_4401_cov_3.709618
nneighs_18469	S3CS18097D-03-11_S0_L001CNODE_8467_length_4512_cov_4.153691
3942	S2CS18097D-03-07_S0_L001CNODE_12096_length_3157_cov_3.586074
1008	S3CS18097D-03-11_S0_L001CNODE_8064_length_4631_cov_3.194274
561	S3CS18097D-03-11_S0_L001CNODE_5853_length_5531_cov_4.760044
21550	S3CS18097D-03-11_S0_L001CNODE_30375_length_2115_cov_2.556311
19187	S4CS18097D-03-12_S0_L001CNODE_25254_length_2189_cov_2.482662
18886	S1CS18097D-03-02_S0_L001CNODE_28174_length_2200_cov_3.470396
21529	S1CS18097D-03-02_S0_L001CNODE_30045_length_2115_cov_9.720388
17367	S1CS18097D-03-02_S0_L001CNODE_27020_length_2258_cov_3.663640
13578	S3CS18097D-03-11_S0_L001CNODE_23962_length_2437_cov_2.904702
nneighs_18832	S5CS18097D-03-06_S0_L001CNODE_7711_length_4246_cov_4.789549
nneighs_18832	S3CS18097D-03-11_S0_L001CNODE_11785_length_3704_cov_6.896410
21854	S4CS18097D-03-12_S0_L001CNODE_26957_length_2105_cov_3.944878
13703	S1CS18097D-03-02_S0_L001CNODE_23933_length_2430_cov_12.104000
1467	S1CS18097D-03-02_S0_L001CNODE_9975_length_4144_cov_9.780142
24078	S2CS18097D-03-07_S0_L001CNODE_24951_length_2045_cov_2.652261
nneighs_2853	S1CS18097D-03-02_S0_L001CNODE_4576_length_6333_cov_5.721090
nneighs_2853	S5CS18097D-03-06_S0_L001CNODE_13720_length_2978_cov_10.480671
nneighs_2853	S3CS18097D-03-11_S0_L001CNODE_4154_length_6627_cov_11.676506
nneighs_2853	S4CS18097D-03-12_S0_L001CNODE_26152_length_2144_cov_2.475347
nneighs_2853	S1CS18097D-03-02_S0_L001CNODE_31522_length_2055_cov_4.610000
nneighs_2853	S2CS18097D-03-07_S0_L001CNODE_6156_length_4730_cov_6.908235
nneighs_2853	S2CS18097D-03-07_S0_L001CNODE_10629_length_3422_cov_7.632908
nneighs_2853	S5CS18097D-03-06_S0_L001CNODE_10890_length_3434_cov_9.242083
nneighs_1934	S1CS18097D-03-02_S0_L001CNODE_22217_length_2544_cov_8.266774
nneighs_1934	S1CS18097D-03-02_S0_L001CNODE_2998_length_7789_cov_19.153220
nneighs_1934	S4CS18097D-03-12_S0_L001CNODE_23784_length_2272_cov_9.000902
nneighs_17077	S2CS18097D-03-07_S0_L001CNODE_22160_length_2199_cov_2.935634
nneighs_17077	S3CS18097D-03-11_S0_L001CNODE_11444_length_3770_cov_5.765814
21919	S4CS18097D-03-12_S0_L001CNODE_26995_length_2103_cov_5.145020
nneighs_15766	S3CS18097D-03-11_S0_L001CNODE_33249_length_2004_cov_10.282709
nneighs_15766	S5CS18097D-03-06_S0_L001CNODE_21494_length_2255_cov_5.544091
nneighs_15766	S2CS18097D-03-07_S0_L001CNODE_14179_length_2879_cov_3.975567
7250	S4CS18097D-03-12_S0_L001CNODE_18148_length_2692_cov_4.256731
nneighs_18584	S5CS18097D-03-06_S0_L001CNODE_20518_length_2317_cov_5.000442
nneighs_18584	S3CS18097D-03-11_S0_L001CNODE_9447_length_4232_cov_6.002155
nneighs_4015	S5CS18097D-03-06_S0_L001CNODE_12297_length_3193_cov_3.563735
nneighs_4015	S1CS18097D-03-02_S0_L001CNODE_6579_length_5250_cov_5.683927
nneighs_4015	S2CS18097D-03-07_S0_L001CNODE_2003_length_8408_cov_4.529630
nneighs_4015	S4CS18097D-03-12_S0_L001CNODE_23763_length_2273_cov_7.673580
1596	S5CS18097D-03-06_S0_L001CNODE_8421_length_4035_cov_4.326884
nneighs_2744	S4CS18097D-03-12_S0_L001CNODE_3387_length_7189_cov_5.593636
nneighs_2744	S5CS18097D-03-06_S0_L001CNODE_13110_length_3062_cov_7.265048
nneighs_2744	S3CS18097D-03-11_S0_L001CNODE_5833_length_5544_cov_8.065039
nneighs_2744	S1CS18097D-03-02_S0_L001CNODE_4381_length_6471_cov_4.383416
nneighs_2744	S2CS18097D-03-07_S0_L001CNODE_18793_length_2432_cov_2.771140
20410	S5CS18097D-03-06_S0_L001CNODE_23163_length_2149_cov_10.518625
22089	S5CS18097D-03-06_S0_L001CNODE_24041_length_2099_cov_3.526419
nneighs_9303	S1CS18097D-03-02_S0_L001CNODE_18148_length_2885_cov_8.174558
nneighs_9303	S3CS18097D-03-11_S0_L001CNODE_24498_length_2404_cov_7.098340
20007	S3CS18097D-03-11_S0_L001CNODE_29299_length_2161_cov_6.409782
nneighs_9596	S3CS18097D-03-11_S0_L001CNODE_11394_length_3780_cov_10.413423
nneighs_9596	S5CS18097D-03-06_S0_L001CNODE_14590_length_2868_cov_9.978315
nneighs_9596	S4CS18097D-03-12_S0_L001CNODE_12966_length_3324_cov_4.824411
nneighs_9596	S1CS18097D-03-02_S0_L001CNODE_18956_length_2805_cov_15.467636
24677	S3CS18097D-03-11_S0_L001CNODE_32540_length_2030_cov_3.294177
14785	S4CS18097D-03-12_S0_L001CNODE_22216_length_2371_cov_3.477116
5429	S3CS18097D-03-11_S0_L001CNODE_17835_length_2907_cov_4.074684
6929	S5CS18097D-03-06_S0_L001CNODE_15895_length_2724_cov_25.292994
16362	S3CS18097D-03-11_S0_L001CNODE_26406_length_2298_cov_2.726705
22007	S5CS18097D-03-06_S0_L001CNODE_23995_length_2101_cov_14.013685
16066	S1CS18097D-03-02_S0_L001CNODE_26017_length_2310_cov_3.503769
4052	S1CS18097D-03-02_S0_L001CNODE_15841_length_3134_cov_3.680091
12841	S2CS18097D-03-07_S0_L001CNODE_18219_length_2478_cov_3.069336
nneighs_4174	S4CS18097D-03-12_S0_L001CNODE_28565_length_2029_cov_2.874873
nneighs_4174	S5CS18097D-03-06_S0_L001CNODE_3885_length_6295_cov_5.268109
nneighs_4174	S1CS18097D-03-02_S0_L001CNODE_6849_length_5127_cov_7.312303
nneighs_4174	S1CS18097D-03-02_S0_L001CNODE_7443_length_4910_cov_5.994851
nneighs_4174	S3CS18097D-03-11_S0_L001CNODE_14828_length_3252_cov_6.235221
14642	S2CS18097D-03-07_S0_L001CNODE_19463_length_2379_cov_2.397160
17915	S1CS18097D-03-02_S0_L001CNODE_27461_length_2236_cov_3.921596
24116	S1CS18097D-03-02_S0_L001CNODE_31795_length_2044_cov_3.091503
1284	S1CS18097D-03-02_S0_L001CNODE_9360_length_4318_cov_3.784424
nneighs_5659	S1CS18097D-03-02_S0_L001CNODE_9677_length_4226_cov_16.406138
nneighs_5659	S2CS18097D-03-07_S0_L001CNODE_7421_length_4241_cov_6.889871
nneighs_5659	S4CS18097D-03-12_S0_L001CNODE_25453_length_2178_cov_6.038625
22023	S3CS18097D-03-11_S0_L001CNODE_30729_length_2100_cov_2.479707
347	S3CS18097D-03-11_S0_L001CNODE_4548_length_6324_cov_5.877173
25466	S4CS18097D-03-12_S0_L001CNODE_28962_length_2010_cov_4.796931
8639	S3CS18097D-03-11_S0_L001CNODE_9818_length_4135_cov_3.770588
7501	S1CS18097D-03-02_S0_L001CNODE_20535_length_2666_cov_5.326312
6616	S3CS18097D-03-11_S0_L001CNODE_19440_length_2760_cov_5.348244
nneighs_5312	S3CS18097D-03-11_S0_L001CNODE_21282_length_2620_cov_3.453411
nneighs_5312	S2CS18097D-03-07_S0_L001CNODE_11342_length_3285_cov_3.455418
nneighs_5312	S5CS18097D-03-06_S0_L001CNODE_20718_length_2305_cov_3.184444
nneighs_5312	S3CS18097D-03-11_S0_L001CNODE_19445_length_2760_cov_3.227726
nneighs_5312	S1CS18097D-03-02_S0_L001CNODE_8986_length_4411_cov_4.843205
23841	S3CS18097D-03-11_S0_L001CNODE_31975_length_2051_cov_2.383267
20082	S1CS18097D-03-02_S0_L001CNODE_29058_length_2159_cov_2.749049
19284	S3CS18097D-03-11_S0_L001CNODE_28754_length_2185_cov_2.579343
4522	S4CS18097D-03-12_S0_L001CNODE_14878_length_3049_cov_3.000334
374	S1CS18097D-03-02_S0_L001CNODE_4793_length_6193_cov_3.881069
1120	S4CS18097D-03-12_S0_L001CNODE_7963_length_4484_cov_3.679612
nneighs_8906	S2CS18097D-03-07_S0_L001CNODE_13466_length_2970_cov_5.641166
nneighs_8906	S3CS18097D-03-11_S0_L001CNODE_23895_length_2440_cov_5.981971
nneighs_8906	S1CS18097D-03-02_S0_L001CNODE_17102_length_2991_cov_9.013283
nneighs_8906	S4CS18097D-03-12_S0_L001CNODE_20708_length_2481_cov_14.058533
6799	S4CS18097D-03-12_S0_L001CNODE_17675_length_2737_cov_29.680089
11472	S4CS18097D-03-12_S0_L001CNODE_19537_length_2569_cov_3.083532
11085	S5CS18097D-03-06_S0_L001CNODE_17142_length_2598_cov_3.882816
3774	S5CS18097D-03-06_S0_L001CNODE_12278_length_3195_cov_3.554777
2733	S3CS18097D-03-11_S0_L001CNODE_13137_length_3481_cov_10.272913
14997	S1CS18097D-03-02_S0_L001CNODE_25110_length_2360_cov_4.201735
3704	S3CS18097D-03-11_S0_L001CNODE_15149_length_3211_cov_5.839354
16605	S3CS18097D-03-11_S0_L001CNODE_26637_length_2287_cov_2.628136
nneighs_15630	S4CS18097D-03-12_S0_L001CNODE_14868_length_3050_cov_3.710518
nneighs_15630	S2CS18097D-03-07_S0_L001CNODE_13393_length_2979_cov_4.015048
1296	S2CS18097D-03-07_S0_L001CNODE_7211_length_4308_cov_5.628498
6412	S2CS18097D-03-07_S0_L001CNODE_14987_length_2781_cov_4.039252
1075	S1CS18097D-03-02_S0_L001CNODE_8588_length_4530_cov_3.848492
5784	S2CS18097D-03-07_S0_L001CNODE_14359_length_2856_cov_3.156373
nneighs_14603	S4CS18097D-03-12_S0_L001CNODE_15008_length_3033_cov_4.404298
nneighs_14603	S2CS18097D-03-07_S0_L001CNODE_6947_length_4407_cov_8.592142
22155	S3CS18097D-03-11_S0_L001CNODE_30796_length_2097_cov_3.940744
1449	S5CS18097D-03-06_S0_L001CNODE_7969_length_4162_cov_3.010226
nneighs_9695	S1CS18097D-03-02_S0_L001CNODE_19242_length_2777_cov_14.988979
nneighs_9695	S5CS18097D-03-06_S0_L001CNODE_11573_length_3308_cov_14.719951
nneighs_9695	S3CS18097D-03-11_S0_L001CNODE_13013_length_3500_cov_16.432801
nneighs_9695	S2CS18097D-03-07_S0_L001CNODE_9695_length_3613_cov_18.600337
nneighs_9695	S4CS18097D-03-12_S0_L001CNODE_17336_length_2772_cov_16.468163
16942	S3CS18097D-03-11_S0_L001CNODE_26914_length_2274_cov_3.454259
5294	S4CS18097D-03-12_S0_L001CNODE_15889_length_2926_cov_4.629397
7219	S1CS18097D-03-02_S0_L001CNODE_20228_length_2695_cov_3.151136
22553	S5CS18097D-03-06_S0_L001CNODE_24268_length_2086_cov_3.590350
nneighs_19707	S3CS18097D-03-11_S0_L001CNODE_20198_length_2700_cov_4.301701
nneighs_19707	S5CS18097D-03-06_S0_L001CNODE_11434_length_3330_cov_5.546260
nneighs_19707	S3CS18097D-03-11_S0_L001CNODE_23638_length_2456_cov_3.777593
nneighs_10217	S1CS18097D-03-02_S0_L001CNODE_20728_length_2652_cov_3.227185
nneighs_10217	S5CS18097D-03-06_S0_L001CNODE_14292_length_2906_cov_21.468958
nneighs_10051	S3CS18097D-03-11_S0_L001CNODE_16508_length_3048_cov_7.140996
nneighs_10051	S1CS18097D-03-02_S0_L001CNODE_20245_length_2693_cov_10.278241
nneighs_16325	S2CS18097D-03-07_S0_L001CNODE_17560_length_2534_cov_2.446551
nneighs_16325	S4CS18097D-03-12_S0_L001CNODE_20330_length_2508_cov_3.431716
14809	S1CS18097D-03-02_S0_L001CNODE_24968_length_2369_cov_2.244598
11154	S2CS18097D-03-07_S0_L001CNODE_16881_length_2593_cov_3.236407
17137	S1CS18097D-03-02_S0_L001CNODE_26812_length_2268_cov_6.632174
nneighs_17765	S5CS18097D-03-06_S0_L001CNODE_9488_length_3739_cov_3.282302
nneighs_17765	S5CS18097D-03-06_S0_L001CNODE_23050_length_2156_cov_2.867682
nneighs_17765	S3CS18097D-03-11_S0_L001CNODE_8231_length_4588_cov_4.803221
nneighs_17765	S4CS18097D-03-12_S0_L001CNODE_3431_length_7139_cov_3.683371
nneighs_17765	S3CS18097D-03-11_S0_L001CNODE_1370_length_11535_cov_5.337805
14452	S1CS18097D-03-02_S0_L001CNODE_24638_length_2388_cov_6.522503
1415	S4CS18097D-03-12_S0_L001CNODE_8946_length_4185_cov_4.193462
nneighs_3654	S3CS18097D-03-11_S0_L001CNODE_5626_length_5674_cov_17.241858
nneighs_3654	S5CS18097D-03-06_S0_L001CNODE_8769_length_3929_cov_9.286267
nneighs_3654	S4CS18097D-03-12_S0_L001CNODE_5289_length_5631_cov_12.818149
nneighs_3654	S1CS18097D-03-02_S0_L001CNODE_5949_length_5555_cov_6.322545
nneighs_3654	S2CS18097D-03-07_S0_L001CNODE_4381_length_5660_cov_9.987690
25807	S3CS18097D-03-11_S0_L001CNODE_33335_length_2002_cov_2.527478
nneighs_11236	S4CS18097D-03-12_S0_L001CNODE_19684_length_2557_cov_2.651878
nneighs_11236	S1CS18097D-03-02_S0_L001CNODE_23829_length_2437_cov_5.488665
nneighs_11236	S3CS18097D-03-11_S0_L001CNODE_16974_length_2998_cov_6.798505
nneighs_11236	S2CS18097D-03-07_S0_L001CNODE_10419_length_3458_cov_5.240964
23554	S3CS18097D-03-11_S0_L001CNODE_31738_length_2059_cov_20.309880
4464	S4CS18097D-03-12_S0_L001CNODE_14800_length_3058_cov_2.340659
1502	S2CS18097D-03-07_S0_L001CNODE_7793_length_4117_cov_3.218612
nneighs_7085	S5CS18097D-03-06_S0_L001CNODE_11327_length_3348_cov_4.821743
nneighs_7085	S3CS18097D-03-11_S0_L001CNODE_14109_length_3348_cov_5.751898
nneighs_7085	S1CS18097D-03-02_S0_L001CNODE_12741_length_3576_cov_7.043170
12283	S5CS18097D-03-06_S0_L001CNODE_18094_length_2513_cov_4.244101
nneighs_4498	S2CS18097D-03-07_S0_L001CNODE_23950_length_2096_cov_3.788339
nneighs_4498	S3CS18097D-03-11_S0_L001CNODE_13662_length_3409_cov_8.334228
nneighs_4498	S1CS18097D-03-02_S0_L001CNODE_7454_length_4906_cov_8.787879
nneighs_4498	S5CS18097D-03-06_S0_L001CNODE_13172_length_3054_cov_9.945315
nneighs_771	S3CS18097D-03-11_S0_L001CNODE_17144_length_2982_cov_3.634780
nneighs_771	S2CS18097D-03-07_S0_L001CNODE_6141_length_4736_cov_4.050417
nneighs_771	S5CS18097D-03-06_S0_L001CNODE_15155_length_2802_cov_3.510739
nneighs_771	S1CS18097D-03-02_S0_L001CNODE_26610_length_2278_cov_6.478183
nneighs_771	S3CS18097D-03-11_S0_L001CNODE_1093_length_12824_cov_5.987548
nneighs_771	S1CS18097D-03-02_S0_L001CNODE_1204_length_11769_cov_5.210347
nneighs_771	S2CS18097D-03-07_S0_L001CNODE_4085_length_5867_cov_3.771335
nneighs_771	S4CS18097D-03-12_S0_L001CNODE_24678_length_2221_cov_3.430286
nneighs_771	S5CS18097D-03-06_S0_L001CNODE_2887_length_7419_cov_3.645301
nneighs_771	S4CS18097D-03-12_S0_L001CNODE_10365_length_3818_cov_3.436088
21175	S1CS18097D-03-02_S0_L001CNODE_29781_length_2126_cov_8.292129
nneighs_15341	S5CS18097D-03-06_S0_L001CNODE_12827_length_3104_cov_3.103969
nneighs_15341	S2CS18097D-03-07_S0_L001CNODE_11606_length_3240_cov_3.515856
7060	S2CS18097D-03-07_S0_L001CNODE_15681_length_2710_cov_2.129944
nneighs_8848	S1CS18097D-03-02_S0_L001CNODE_16945_length_3010_cov_6.591201
nneighs_8848	S3CS18097D-03-11_S0_L001CNODE_29402_length_2156_cov_14.260828
nneighs_8848	S2CS18097D-03-07_S0_L001CNODE_11327_length_3287_cov_6.765161
nneighs_8848	S5CS18097D-03-06_S0_L001CNODE_23277_length_2142_cov_11.918064
346	S3CS18097D-03-11_S0_L001CNODE_4523_length_6345_cov_6.487599
12747	S1CS18097D-03-02_S0_L001CNODE_23100_length_2484_cov_3.817620
nneighs_20303	S5CS18097D-03-06_S0_L001CNODE_11946_length_3248_cov_20.826495
nneighs_20303	S3CS18097D-03-11_S0_L001CNODE_26433_length_2296_cov_8.506024
14324	S3CS18097D-03-11_S0_L001CNODE_24671_length_2394_cov_5.474562
4314	S2CS18097D-03-07_S0_L001CNODE_12625_length_3085_cov_6.001650
17017	S4CS18097D-03-12_S0_L001CNODE_23780_length_2272_cov_13.871448
778	S1CS18097D-03-02_S0_L001CNODE_7085_length_5042_cov_3.700221
7528	S3CS18097D-03-11_S0_L001CNODE_20697_length_2663_cov_4.159126
